,name,price,location,size,floor,terrace,age
278,インペリアル東久留米C棟,2890,東京都東久留米市八幡町１,88.44,3LDK,22.68,1989年1月
279,ライオンズマンション赤羽西,2890,東京都北区赤羽西３,55,3LDK,7.7,1986年2月
280,マンション亀戸天神ガーデニア,2890,東京都江東区亀戸３-38-16,63.85,3LDK,9.2,1981年8月
281,～本日内覧できます！新規内装リフォーム実施の３ＬＤＫ…,2890,東京都足立区鹿浜６,72.8,3LDK,7.95,1996年1月
282,カーサ沼袋,2890,東京都中野区沼袋２,55,1LDK+S（納戸）,5.99,1970年8月
283,マンション亀戸天神ガーデニア,2890,東京都江東区亀戸３-38,63.85,3LDK,9.2,1981年8月
284,アルソス・フォンターナ,2890,東京都府中市四谷５,70.32,2LDK,16.2,2005年7月
285,グラン青砥カナーレ,2890,東京都葛飾区奥戸７,73.17,3LDK,13.2,1999年12月
286,ライオンズステーションプラザ梅島,2890,東京都足立区梅島３-3-24,75.38,2LDK+S（納戸）,8.12,1989年5月
287,ライオンズマンション綾瀬第２,2898,東京都足立区綾瀬４,64.45,3LDK,6.5,1987年5月
288,浜町グランドハイツ,2899,東京都中央区日本橋中洲1-5,36,1LDK,4.68,1976年8月
289,染井コーポ,2899,東京都豊島区駒込７-1-30,56.29,2LDK,-,1969年5月
290,秀和下丸子レジデンス,2899,東京都大田区下丸子２,51.3,2LDK,6.15,1980年10月
291,ライオンズガーデン大泉学園第２,2899,東京都練馬区大泉町４,70.87,2LDK+S（納戸）,-,1998年8月
292,ビバヒルズ,2900,東京都日野市富士町,71.02,3LDK,12.4,2005年8月
293,赤坂檜町レジデンス,2930,東京都港区赤坂８-13-24,40.46,1K,-,1970年9月
294,柿ノ木坂東豊エステート,2940,東京都世田谷区野沢３,42.66,3DK,6.75,1970年9月
295,◆タウンハイツ豊玉◆,2948,東京都練馬区豊玉南１,62.48,3LDK,9.19,1984年2月
296,財住協13三鷹マンション,2948,東京都三鷹市下連雀９,64.8,3LDK,10.83,1981年7月
297,グローリオ府中多摩川,2950,東京都府中市四谷１,70.54,3LDK,12.4,2001年5月
298,エルフォレスト　ガーデンウィング,2950,東京都府中市浅間町３,83,3LDK+S（納戸）,14.15,2001年5月
299,デュオ・スカーラ緑が丘,2970,東京都目黒区大岡山１-34-18,34.93,1LDK,4.68,2003年8月
300,ダイナシティ練馬桜台,2980,東京都練馬区豊玉上２-21-9,36,1LDK,14.67,2007年8月
301,青井駅徒歩２分　ペット可ビジュー青井　南向き住戸,2980,東京都足立区青井３,71.87,3LDK,9.37,2007年6月
302,ラミアール鶯谷駅前,2980,東京都台東区根岸１,42.5,2DK,5.5,1986年10月
303,朝日パリオ西武柳沢,2980,東京都西東京市柳沢２,59.8,2LDK+S（納戸）,8.25,1993年4月
304,魚菜エステート,2980,東京都世田谷区奥沢５-27-5,36.95,1LDK,2,1973年10月
305,ハイホーム立川錦町弐番館,2980,東京都立川市錦町６,69.62,3LDK,8.26,1999年1月
306,品川マンション,2980,東京都港区高輪４,42.06,1LDK,7.15,1978年1月
307,コスモお花茶屋グランステージ,2980,東京都葛飾区四つ木５-21-4,76.27,3LDK,6.3,1997年2月
308,恵比寿ハイツ,2980,東京都渋谷区恵比寿３-43-1,38.88,1LDK,12.78,1967年6月
309,なぎさニュータウン,2980,東京都江戸川区南葛西７,70.45,3LDK,9.75,1977年2月
310,中野スカイマンション,2980,東京都中野区本町４,59.57,2LDK,16.86,1973年9月
311,メゾン根岸,2980,東京都台東区根岸３-3-18,70.57,3LDK,7.18,1972年10月
312,エステ・スクエア町屋,2980,東京都荒川区町屋１,64.74,3LDK,5.44,1998年3月
313,メゾン根岸,2980,東京都台東区根岸３,70.57,3LDK,7.18,1972年10月
314,トーカン白金キャステール,2980,東京都品川区上大崎１-1-14,41.36,1LDK,-,1978年12月
315,ハイラーク新赤羽,2980,東京都北区浮間２,53.76,2LDK,7.26,1985年6月
316,秀和都立大レジデンス,2980,東京都目黒区中根２-5-6,42.23,1LDK,4,1968年10月
317,葛西パークサイドハイツ,2980,東京都江戸川区北葛西４,71.15,2LDK+S（納戸）,6.3,1977年2月
318,ハイホーム立川錦町弐番館,2980,東京都立川市錦町６,69.62,3LDK,8.26,1999年1月
319,【レガリアシティ青戸プライムコート】,2980,東京都葛飾区青戸４,61.77,3LDK,6.1,2004年12月
320,ドルミ錦糸町長谷川ビル,2980,東京都墨田区江東橋２,46.75,2LDK,7.7,1979年11月
321,中野薬師マンション,2980,東京都中野区新井４,55.18,2LDK,8,1969年3月
322,八重洲マンション,2980,東京都中央区新川２-18-4,46.22,2DK,2.6,1977年8月
323,レガリアシティ青戸プライムコート,2980,東京都葛飾区青戸４,61.77,3LDK,6.1,2004年12月
324,中野スカイマンション,2980,東京都中野区本町４-5-14,59.57,2LDK,16.86,1973年9月
325,マンション西浅草,2980,東京都台東区西浅草２-14,77.28,3LDK,4.94,1978年9月
326,日神パレステージ瑞江　東館,2980,東京都江戸川区新堀１,77.25,2LDK,10.62,2006年4月
327,マンション亀戸天神ガーデニア,2980,東京都江東区亀戸３,63.25,3LDK,5.5,1981年8月
328,中野中央コーポ,2980,東京都中野区中央２-53-4,51.62,2LDK,8.71,1971年7月
329,レクセルマンション南大沢フォーレスト,2980,東京都八王子市南大沢２-15-1,76.89,3LDK,16.73,2002年3月
330,ライオンズステージキャピタルイースト,2980,東京都江東区東砂８,70.06,3LDK,10.54,2000年4月
331,ライオンズ東京三ノ輪ミレス,2980,東京都台東区日本堤２,25.02,1DK,5.4,2019年1月
332,ブリリア多摩ニュータウン,2980,東京都多摩市諏訪２,57.12,2LDK,11.4,2013年10月
333,プレシス豊田,2980,東京都日野市豊田３,67.61,3LDK,-,2013年6月
334,リンクスアヴェニール,2980,東京都台東区千束３-30-12,40.92,1LDK,7.29,2011年10月
335,【京急不動産売主直販】メガロン東六郷　4階,2980,東京都大田区東六郷３,53.76,2LDK+S（納戸）,7.84,1978年5月
336,リムザ,2980,東京都府中市是政４,80.5,3LDK+S（納戸）,-,2005年2月
337,デュオヴェール飯田橋,2980,東京都文京区後楽２,33.17,1LDK,-,2016年11月
338,パイロットハウス東陽町,2980,東京都江東区東陽２,55.18,3DK,6.65,1978年10月
339,ライオンズステージ西国分寺,2980,東京都国分寺市東恋ヶ窪５,76.47,3LDK,13.02,2002年1月
340,マートルコート調布第2,2980,東京都調布市布田２,42.9,2DK,8.25,1987年5月
341,トーカン白金キャステール,2980,東京都品川区大崎１,41.36,1LDK,-,1978年12月
342,ディナ・スカーラお花茶屋,2988,東京都葛飾区白鳥１,65.12,3LDK,10.57,2002年4月
343,ディナ・スカーラお花茶屋,2988,東京都葛飾区白鳥１,65.21,3LDK,10.57,2002年4月
344,ディナスカーラお花茶屋,2988,東京都葛飾区白鳥１-12-8,65.21,3LDK,10.57,2002年4月
345,清新中央ハイツ,2990,東京都江戸川区清新町１,57.17,2LDK,12.24,1985年8月
346,駒込グローリア初穂,2990,東京都文京区本駒込５,50.87,2DK,3.05,1987年11月
347,ライオンズステーションプラザ大島,2990,東京都江東区大島５-45-9,54.27,2LDK,4.37,1990年8月
348,ユニオンパレス吉祥寺北弐番館,2990,東京都練馬区立野町,65.76,2LDK+S（納戸）,-,1996年2月
349,成城アンバサダー　,2990,東京都世田谷区成城９,57.57,2LDK+S（納戸）,2.87,1976年6月
350,グレイシャスヒルズ多摩境,2990,東京都町田市小山ヶ丘４,80,3LDK,12.5,2012年10月
351,ユニオンパレス吉祥寺北弐番館,2990,東京都練馬区立野町,65.76,2LDK+S（納戸）,-,1996年2月
352,ライオンズマンション亀戸カナメビル,2998,東京都江東区亀戸２,49.68,2DK,5.07,1981年5月
353,グリーンキャピタル亀戸水神,2998,東京都江東区亀戸８,55.14,2LDK,6.32,1980年7月
354,ライオンズガーデン府中武蔵野台,2998,東京都府中市押立町１,60.86,2LDK,8.85,1994年10月
355,成城アンバサダー,2998,東京都世田谷区成城９,57.57,3LDK,2.87,1976年6月
356,目白エミネンス,2999,東京都新宿区下落合３-12-21,49.63,2LDK,11.76,1978年8月
357,染井コーポ,2999,東京都豊島区駒込７,56.29,2LDK,-,1969年5月
358,パシフィック文京マンション,2999,東京都文京区大塚６-12-2,51.62,2LDK,8.1,1970年4月
359,カーサフィノ大森,2999,東京都品川区南大井３-26-3,45.19,2LDK,5.2,1980年2月
360,南砂一丁目エステート２号棟,2999,東京都江東区南砂１-3-2,79.09,3LDK,11.28,1981年2月
361,玉川グリーンハイツ,2999,東京都世田谷区玉川４,46.12,2LDK,2.35,1976年2月
362,南砂住宅８号棟,2999,東京都江東区南砂２-3-8,59.92,2LDK,5.5,1975年8月
363,コスモ町屋リバーシティ,2999,東京都荒川区町屋５,61.19,3LDK,11.39,1990年11月
364,青戸ビューハイツ,2999,東京都葛飾区青戸８,89.76,3LDK,7.2,1975年5月
365,第２目黒コーポビアネーズ,2999,東京都目黒区目黒４-14-5,41.43,2LDK,6.32,1977年12月
366,ブライトコート国立,2999,東京都国分寺市光町１,75.94,3LDK,16.74,1990年12月
367,第2目黒コーポビアネーズ,2999,東京都目黒区目黒４,41.43,2LDK,6.32,1980年12月
368,フローレンスパレス瑞江レフィナード,3050,東京都江戸川区春江町２,70.36,3LDK,7.73,2003年5月
369,南砂町グリーンハイツ,3050,東京都江東区南砂３-8-2,63.84,3LDK,7.84,1981年3月
370,テラッサエスト,3080,東京都品川区東大井２,36.08,1LDK,5.23,1993年7月
371,南青山サマリヤマンション,3080,東京都港区南青山２-8-2,44.28,1LDK+S（納戸）,6.48,1976年9月
372,コスモ田端,3080,東京都北区田端新町３-12-9,41.25,1DK,8.9,1993年7月
373,アドバンスステージ田端参番館,3080,東京都北区田端新町１-22-4,56.02,2LDK,-,2008年12月
374,◇◆アデニウム玉川学園◆◇,3080,東京都町田市玉川学園７,86.19,3LDK,13.05,2006年4月
375,ルネ豊玉　練馬区豊玉北２,3080,東京都練馬区豊玉北２,72.66,3LDK,7.54,1974年9月
376,グランシティレイディアント東京ウエスト,3080,東京都府中市四谷５,100,3LDK,14.58,2002年3月
377,ルネ豊玉,3080,東京都練馬区豊玉北２,72.66,3LDK,7.54,1974年9月
378,大森西サンハイツ,3080,東京都大田区大森西１,61.6,3LDK,-,1979年2月
379,フジタ野沢マンション,3080,東京都世田谷区野沢３,51.08,2LDK,3.9,1980年12月
380,レクセルマンション南大沢フォーレスト,3080,東京都八王子市南大沢２,78.79,3LDK,12.1,2002年3月
381,「平成21年築」６階東南角部屋、日当たり、眺望良好♪…,3080,東京都江戸川区中央１,72.56,2LDK+S（納戸）,6.39,2009年11月
382,ソシア多摩川,3080,東京都狛江市中和泉４,112.98,3LDK,18.15,1992年12月
383,国分寺マンション,3090,東京都国分寺市南町２,64.73,3LDK,-,1969年8月
384,レクシオシティ新高円寺,3090,東京都杉並区高円寺南３,34.95,ワンルーム,20.93,2003年9月
385,トーカンマンション大島Ａ棟,3098,東京都江東区大島７,71.82,3LDK,4.62,1982年10月
386,サンピア橋場,3099,東京都台東区橋場２-1-16,68.91,3LDK,11.29,1998年6月
387,Brillia L-Sio萩山（ブリリアエルシオ萩山…,3130,東京都東村山市萩山町３-28-1,72,3LDK+S（納戸）,13.2,2009年3月
388,レーベンスクエアリハート東京 ,3148,東京都足立区新田１,76.85,3LDK,12.4,2007年2月
389,レーベンスクエアリハート東京,3148,東京都足立区新田１,76.85,3LDK,12.4,2009年2月
390,インペリアル東久留米Ｃ棟,3148,東京都東久留米市八幡町１,83.4,3LDK,29.22,1989年1月
391,レーベンスクエアリハート東京,3148,東京都足立区新田１,76.85,3LDK,12.4,2007年2月
392,パレ・ドールＵＤ東品川,3150,東京都品川区東品川３-22-18,55.8,2LDK,9.61,1981年3月
393,ジェイパーク青葉台アパートメント,3150,東京都目黒区青葉台３,33.41,1DK,2.13,1997年2月
394,ハイセレサ久米川ルネサンスフィールド,3150,東京都東村山市栄町１,84.55,3LDK,5.8,2003年3月
395,【グレイスコート氷川台】　,3150,東京都練馬区氷川台３,61.51,2LDK,5.67,1988年3月
396,センチュリー青砥,3150,東京都葛飾区青戸７,53.99,2LDK,8.4,2016年12月
397,ブリリア多摩ニュータウン,3150,東京都多摩市諏訪２,62.01,2LDK,12,2013年10月
398,アイディーコート府中グリーンウィンド,3150,東京都府中市美好町１,56.5,1LDK+S（納戸）,4.9,2010年2月
399,ランドステージ亀有ヴェレスタ,3158,東京都足立区東和３,65.56,3LDK,8.94,2008年10月
400,五反田サマリヤマンション,3180,東京都品川区東五反田２-5-5,39.2,1LDK,6.36,1980年5月
401,東小金井シティーハウス,3180,東京都小金井市梶野町５,83.11,3LDK,12.78,1975年3月
402,マンション池尻,3180,東京都世田谷区池尻２,40.98,1LDK,3.19,1975年10月
403,ライオンズガーデン府中是政,3180,東京都府中市是政４,80.6,3LDK,13.6,2003年1月
404,西荻フジハイム,3180,東京都杉並区西荻北１-8-10,66.66,2LDK,5.2,1981年4月
405,阿佐ヶ谷コーポラス,3180,東京都杉並区阿佐谷北４-28-14,59.94,2LDK,-,1971年4月
406,五反田サマリヤマンション　■オンライン内見可能■,3180,東京都品川区東五反田２,39.2,1LDK,6.36,1980年5月
407,ルイシャトレひばりヶ丘ラスティパーク,3180,東京都東久留米市南沢５,81.22,3LDK,12.62,2003年11月
408,東白鬚第一マンション１号棟,3180,東京都墨田区堤通２,64.34,2LDK,5.82,1982年6月
409,市ヶ谷左内坂ハイム,3180,東京都新宿区市谷左内町,51.51,3LDK,6.82,1972年9月
410,【キャニオングランデ富士見台】　,3180,東京都練馬区貫井４,55.46,3LDK,-,1997年3月
411,秀和第２田町レジデンス,3180,東京都港区芝浦２,39.15,2DK,5.13,1982年6月
412,ライオンズマンション日暮里,3180,東京都荒川区東日暮里６-１０－４,46.16,1LDK,2.92,1983年8月
413,グリーンホームズイーストアクシス,3180,東京都江戸川区東葛西５,61.61,2LDK,10.98,2011年6月
414,ネオコーポ大島,3180,東京都江東区大島７,71.5,3LDK,11.4,1976年2月
415,東小金井シティ－ハウス,3180,東京都小金井市梶野町５,83.11,3LDK,-,1975年3月
416,◆長峰杜の三番街◆　～内装リフォーム済！ゆったりとし…,3180,東京都稲城市長峰３,113.24,3LDK,15.37,2000年1月
417,シーズガーデン一之江,3180,東京都江戸川区松江７,65.94,3LDK,-,2005年1月
418,マイキャッスル北千住,3180,東京都足立区千住桜木１,64.55,2LDK+S（納戸）,10.43,1996年8月
419,プレシス立川,3180,東京都立川市錦町５,65.73,3LDK,15.55,2012年1月
420,秀和亀戸天神橋レジデンス,3180,東京都江東区亀戸２,54.39,3DK,6.66,1973年11月
421,池上コーポラス,3188,東京都大田区池上７,59.94,3LDK,-,1968年9月
422,ニックハイム深川,3190,東京都江東区深川２-13-10,47.94,2DK,1,1982年4月
423,パレステージ八王子,3190,東京都八王子市明神町２,73.08,4LDK,13.15,2013年12月
424,クオリア荻窪,3190,東京都杉並区荻窪４-２１－１５,29.26,ワンルーム,5.1,2006年11月
425,錦糸町ハイタウン,3198,東京都墨田区江東橋４-21-6,54.78,2LDK,6.38,1978年10月
426,バームハイツ千歳船橋,3198,東京都世田谷区桜丘４,49.28,2DK,6.72,1984年6月
427,ライオンズヒルズ玉川学園,3199,東京都町田市東玉川学園４,86.41,4LDK,-,1997年9月
428,山王パレス,3199,東京都大田区山王２,56.92,1LDK,-,1967年6月
429,上石神井グリーンハイツ,3199,東京都練馬区上石神井１,66.3,3LDK,8.2,1980年3月
430,エル・アルカサルフジ,3199,東京都荒川区西日暮里５-27-4,48.6,2LDK,6.04,1981年2月
431,世田谷国際マンション,3199,東京都世田谷区桜新町１,68.04,3LDK,5.2,1970年7月
432,パークスクエア北葛西せせらぎの街,3199,東京都江戸川区北葛西１,60.71,2LDK,10.62,1999年10月
433,南砂町グリーンハイツ２号棟,3199,東京都江東区南砂３,63.84,3LDK,7.84,1981年3月
434,東和パークハイツ墨田,3200,東京都墨田区墨田４,62.46,1LDK+S（納戸）,-,1994年3月
